row_id,frase_original,frase_corregida,carousel_id,caption,post_tipo,carousel_order,carousel_caption,modo,background_color,output_file,fecha_generado,media_url,cloudinary_public_id,fecha_upload,instagram_media_id,instagram_creation_id,facebook_post_id,facebook_photo_id,fecha_publicado,estado_general,estado_render,estado_upload,estado_publish,lock_status,intentos,last_cycle_id,updated_at,hashtags,caption_status,error_step,error_message,likes,comments,saves,reach,views,engagement_rate,performance_score,fecha_metricas
12,"Me dijo que estaba con el amigo, pero el amigo andaba conmigo, por eso no confío en los hombres","Me dijo que estaba con el amigo, pero el amigo andaba conmigo, por eso no confío en los hombres",car_b71c9e03,,carousel,3,"No es intuición…
es experiencia.
Uno ya no pregunta, confirma.",,#e53935,me_dijo_que_estaba_con_el_amigo_pero_el_amigo_andaba_conmigo_retro3d_1778425430872.png,2026-05-10T15:03:53.521Z,https://res.cloudinary.com/dymjyoqac/image/upload/v1778425447/mono_generator/me_dijo_que_estaba_con_el_amigo_pero_el_amigo_andaba_conmigo_retro3d_1778425430872.png,mono_generator/me_dijo_que_estaba_con_el_amigo_pero_el_amigo_andaba_conmigo_retro3d_1778425430872,2026-05-10T15:04:07.391Z,18050138855757691,17861647251687548,1097828466747607_122110843376734652,"[""122110843064734652"",""122110843118734652"",""122110843166734652"",""122110843208734652"",""122110843250734652"",""122110843292734652"",""122110843340734652""]",2026-05-10T15:05:31.278Z,published,done,done,done,free,,1778425420510,2026-05-10T15:05:31.278Z,#relaciones #mentiras #tusa #colombia #frases #humor #parati #real #viral,,,,2,0,1,32,113,0.0938,0.1563,2026-05-22T05:06:11-05:00
13,"Llegó a tu vida, me conoces bien, te hago dar cuenta que no todas somos iguales, no estás seguro de lo que quieres, me voy, fin.","Llegó a tu vida, me conoces bien, te hago dar cuenta que no todas somos iguales, no estás seguro de lo que quieres, me voy, fin.",car_77bdc3a4,,carousel,3,"No fue amor…
fue aprendizaje caro.
Pero necesario.",,#3d5afe,llego_a_tu_vida_me_conoces_bien_te_hago_dar_cuenta_que_no_to_retro3d_1778022674832.png,2026-05-05T23:11:18.564Z,https://res.cloudinary.com/dymjyoqac/image/upload/v1778022697/mono_generator/llego_a_tu_vida_me_conoces_bien_te_hago_dar_cuenta_que_no_to_retro3d_1778022674832.png,mono_generator/llego_a_tu_vida_me_conoces_bien_te_hago_dar_cuenta_que_no_to_retro3d_1778022674832,2026-05-05T23:11:38.255Z,18077479754547882,17860910436687548,1097828466747607_122109612830734652,"[""122109612530734652"",""122109612578734652"",""122109612626734652"",""122109612674734652"",""122109612716734652"",""122109612758734652"",""122109612800734652""]",2026-05-05T23:13:06.778Z,published,done,done,done,free,,1778022660921,2026-05-05T23:13:06.778Z,#tusa #relaciones #despecho #colombia #frases #parati #real #sentimientos,,,,3,0,0,29,80,0.1034,0.1034,2026-05-22T05:06:11-05:00
14,"Por favor deja de decir que anduvimos, sé que para ti es un logro pero para mí fue un error que me da cringe","Por favor deja de decir que anduvimos, sé que para ti es un logro pero para mí fue un error que me da cringe",car_77bdc3a4,,carousel,4,"No fue amor…
fue aprendizaje caro.
Pero necesario.",,#3d5afe,por_favor_deja_de_decir_que_anduvimos_se_que_para_ti_es_un_l_retro3d_1778022678737.png,2026-05-05T23:11:22.507Z,https://res.cloudinary.com/dymjyoqac/image/upload/v1778022698/mono_generator/por_favor_deja_de_decir_que_anduvimos_se_que_para_ti_es_un_l_retro3d_1778022678737.png,mono_generator/por_favor_deja_de_decir_que_anduvimos_se_que_para_ti_es_un_l_retro3d_1778022678737,2026-05-05T23:11:39.039Z,18077479754547882,17860910436687548,1097828466747607_122109612830734652,"[""122109612530734652"",""122109612578734652"",""122109612626734652"",""122109612674734652"",""122109612716734652"",""122109612758734652"",""122109612800734652""]",2026-05-05T23:13:06.778Z,published,done,done,done,free,,1778022660921,2026-05-05T23:13:06.778Z,#tusa #relaciones #despecho #colombia #frases #parati #real #sentimientos,,,,3,0,0,29,80,0.1034,0.1034,2026-05-22T05:06:11-05:00
15,"Me dijo, no tengo nada que ver con él y adivinen dónde está",Me dijo: no tengo nada que ver con él y adivinen dónde está,car_b71c9e03,,carousel,4,"No es intuición…
es experiencia.
Uno ya no pregunta, confirma.",,#e53935,me_dijo_no_tengo_nada_que_ver_con_el_y_adivinen_donde_esta_retro3d_1778425433676.png,2026-05-10T15:03:56.071Z,https://res.cloudinary.com/dymjyoqac/image/upload/v1778425447/mono_generator/me_dijo_no_tengo_nada_que_ver_con_el_y_adivinen_donde_esta_retro3d_1778425433676.png,mono_generator/me_dijo_no_tengo_nada_que_ver_con_el_y_adivinen_donde_esta_retro3d_1778425433676,2026-05-10T15:04:08.003Z,18050138855757691,17861647251687548,1097828466747607_122110843376734652,"[""122110843064734652"",""122110843118734652"",""122110843166734652"",""122110843208734652"",""122110843250734652"",""122110843292734652"",""122110843340734652""]",2026-05-10T15:05:31.278Z,published,done,done,done,free,,1778425420510,2026-05-10T15:05:31.278Z,#relaciones #mentiras #tusa #colombia #frases #humor #parati #real #viral,,,,2,0,1,32,113,0.0938,0.1563,2026-05-22T05:06:11-05:00
16,Los peores seres humanos que conozco están convencidos de que son buenas personas,Los peores seres humanos que conozco están convencidos de que son buenas personas.,car_81f0de44,,carousel,4,"No todo merece respuesta…
y no toda gente merece explicación.",,#0d0f14,los_peores_seres_humanos_que_conozco_estan_convencidos_de_qu_retro3d_1778195513653.png,2026-05-07T23:11:56.530Z,https://res.cloudinary.com/dymjyoqac/image/upload/v1778195529/mono_generator/los_peores_seres_humanos_que_conozco_estan_convencidos_de_qu_retro3d_1778195513653.png,mono_generator/los_peores_seres_humanos_que_conozco_estan_convencidos_de_qu_retro3d_1778195513653,2026-05-07T23:12:10.351Z,18226437049311504,17861207898687548,1097828466747607_122110109858734652,"[""122110109564734652"",""122110109606734652"",""122110109648734652"",""122110109690734652"",""122110109738734652"",""122110109780734652"",""122110109822734652""]",2026-05-07T23:13:39.155Z,published,done,done,done,free,,1778195501249,2026-05-07T23:13:39.155Z,#actitud #gente #realidad #colombia #frases #parati #real #caracter,,,,1,0,0,17,63,0.0588,0.0588,2026-05-22T05:06:11-05:00
18,Me gusta cuando están recién engañadas y resentidas publican cada pendejada,Me gusta cuando están recién engañadas y resentidas publican cada pendejada.,car_2e48fa11,,carousel,3,"La gente habla mucho…
pero se le nota todo.
Y uno sí se da cuenta.",,#0d0f14,me_gusta_cuando_estan_recien_enganadas_y_resentidas_publican_retro3d_1777590520172.png,2026-04-30T23:08:41.890Z,https://res.cloudinary.com/dymjyoqac/image/upload/v1777590531/mono_generator/me_gusta_cuando_estan_recien_enganadas_y_resentidas_publican_retro3d_1777590520172.png,mono_generator/me_gusta_cuando_estan_recien_enganadas_y_resentidas_publican_retro3d_1777590520172,2026-04-30T23:08:51.623Z,17965705488062244,17860046595687548,1097828466747607_122108307872734652,"[""122108307632734652"",""122108307668734652"",""122108307716734652"",""122108307752734652"",""122108307800734652"",""122108307836734652""]",2026-04-30T23:10:13.387Z,published,done,done,done,free,,1777590515976,2026-04-30T23:10:13.387Z,#gente #actitud #realidad #colombia #frases #parati #humor #real,,,,4,0,0,42,114,0.0952,0.0952,2026-05-22T05:06:11-05:00
19,Necesito un hombre que haya terminado su etapa de imbécil,Necesito un hombre que haya terminado su etapa de imbécil,car_6d28b0e5,,carousel,2,"Soltera sí…
pero no desesperada.
Una cosa es querer amor y otra aceptar cualquier problema.",,#e53935,necesito_un_hombre_que_haya_terminado_su_etapa_de_imbecil_retro3d_1777993649400.png,2026-05-05T15:07:32.386Z,https://res.cloudinary.com/dymjyoqac/image/upload/v1777993673/mono_generator/necesito_un_hombre_que_haya_terminado_su_etapa_de_imbecil_retro3d_1777993649400.png,mono_generator/necesito_un_hombre_que_haya_terminado_su_etapa_de_imbecil_retro3d_1777993649400,2026-05-05T15:07:53.964Z,18108563002901617,17860857186687548,1097828466747607_122109537176734652,"[""122109536876734652"",""122109536918734652"",""122109536966734652"",""122109537014734652"",""122109537056734652"",""122109537098734652"",""122109537134734652""]",2026-05-05T15:09:11.734Z,published,done,done,done,free,,1777993641213,2026-05-05T15:09:11.734Z,#solteria #amorpropio #relaciones #colombia #frases #parati #humor #real #viral,,,,5,0,1,31,109,0.1935,0.2581,2026-05-22T05:06:11-05:00
20,Ni el Vitafer da tanta arrechera como la lluvia,Ni el Vitafer da tanta arrechera como la lluvia,,Hay cosas que simplemente sacan lo peor de uno.,single,,,,#f4c400,ni_el_vitafer_da_tanta_arrechera_como_la_lluvia_retro3d_1777863638201.png,2026-05-04T03:00:39.969Z,https://res.cloudinary.com/dymjyoqac/image/upload/v1777863641/mono_generator/ni_el_vitafer_da_tanta_arrechera_como_la_lluvia_retro3d_1777863638201.png,mono_generator/ni_el_vitafer_da_tanta_arrechera_como_la_lluvia_retro3d_1777863638201,2026-05-04T03:00:41.791Z,18396077815152425,17860598670687548,1097828466747607_122109097886734652,122109097868734652,2026-05-04T03:00:57.073Z,published,done,done,done,free,,1777863635898,2026-05-04T03:00:57.073Z,#humor #colombia #frases #parati #real,,,,1,0,0,30,61,0.0333,0.0333,2026-05-22T05:06:11-05:00
21,"Si a la media hora no soy un experto en lo que sea que haga por primera vez, abandono la tarea por completo.","Si a la media hora no soy un experto en lo que sea que haga por primera vez, abandono la tarea por completo.",car_91c7aa65,,carousel,7,"Uno no está mal…
solo está cansado de intentar todo al tiempo.",,#0d0f14,si_a_la_media_hora_no_soy_un_experto_en_lo_que_sea_que_haga__retro3d_1778252479836.png,2026-05-08T15:01:23.275Z,https://res.cloudinary.com/dymjyoqac/image/upload/v1778252492/mono_generator/si_a_la_media_hora_no_soy_un_experto_en_lo_que_sea_que_haga__retro3d_1778252479836.png,mono_generator/si_a_la_media_hora_no_soy_un_experto_en_lo_que_sea_que_haga__retro3d_1778252479836,2026-05-08T15:01:33.027Z,18370389046202558,17861311377687548,1097828466747607_122110276592734652,"[""122110276280734652"",""122110276328734652"",""122110276370734652"",""122110276418734652"",""122110276466734652"",""122110276520734652"",""122110276562734652""]",2026-05-08T15:02:55.688Z,published,done,done,done,free,,1778252454311,2026-05-08T15:02:55.688Z,#estres #vidaadulta #ansiedad #colombia #frases #parati #real #humor,,,,3,0,0,22,68,0.1364,0.1364,2026-05-22T05:06:11-05:00
22,Me llamaron para la entrevista de trabajo y yo disque alo tropicana la más bacana,Me llamaron para la entrevista de trabajo y yo disque alo tropicana la más bacana.,car_6af39d02,,carousel,2,"Uno vive haciendo bobadas…
pero al menos se goza la historia.",,#e53935,me_llamaron_para_la_entrevista_de_trabajo_y_yo_disque_alo_tr_retro3d_1777935822712.png,2026-05-04T23:03:45.548Z,https://res.cloudinary.com/dymjyoqac/image/upload/v1777935840/mono_generator/me_llamaron_para_la_entrevista_de_trabajo_y_yo_disque_alo_tr_retro3d_1777935822712.png,mono_generator/me_llamaron_para_la_entrevista_de_trabajo_y_yo_disque_alo_tr_retro3d_1777935822712,2026-05-04T23:04:01.159Z,18120900922640879,17860735776687548,1097828466747607_122109297860734652,"[""122109297608734652"",""122109297650734652"",""122109297698734652"",""122109297740734652"",""122109297782734652"",""122109297830734652""]",2026-05-04T23:05:18.959Z,published,done,done,done,free,,1777935815636,2026-05-04T23:05:18.959Z,#humor #vida #colombia #frases #parati #real #random #diversion,,,,6,0,0,33,107,0.1818,0.1818,2026-05-22T05:06:11-05:00
24,"No es que no te hable, es que ya no tengo nada que decirte","No es que no te hable, es que ya no tengo nada que decirte",,El silencio también es una respuesta.,single,,,,#3d5afe,no_es_que_no_te_hable_es_que_ya_no_tengo_nada_que_decirte_retro3d_1777893270030.png,2026-05-04T11:14:33.543Z,https://res.cloudinary.com/dymjyoqac/image/upload/v1777893275/mono_generator/no_es_que_no_te_hable_es_que_ya_no_tengo_nada_que_decirte_retro3d_1777893270030.png,mono_generator/no_es_que_no_te_hable_es_que_ya_no_tengo_nada_que_decirte_retro3d_1777893270030,2026-05-04T11:14:36.032Z,18157831732453968,17860653759687548,1097828466747607_122109168476734652,122109168458734652,2026-05-04T11:14:55.318Z,published,done,done,done,free,,1777893263713,2026-05-04T11:14:55.318Z,#relaciones #frases #colombia #parati #real #amorpropio,,,,1,0,0,26,63,0.0385,0.0385,2026-05-22T05:06:11-05:00
25,"Me dijo ""Tú tampoco me hablaste"" pero es que a mí me gustan los hombres","Me dijo ""Tú tampoco me hablaste"" pero es que a mí me gustan los hombres",car_4b81ed90,,carousel,7,"El problema nunca fue el amor…
fue a quién se lo diste.",,#f6f1e8,me_dijo_tu_tampoco_me_hablaste_pero_es_que_a_mi_me_gustan_lo_retro3d_1777821023358.png,2026-05-03T15:10:25.123Z,https://res.cloudinary.com/dymjyoqac/image/upload/v1777821030/mono_generator/me_dijo_tu_tampoco_me_hablaste_pero_es_que_a_mi_me_gustan_lo_retro3d_1777821023358.png,mono_generator/me_dijo_tu_tampoco_me_hablaste_pero_es_que_a_mi_me_gustan_lo_retro3d_1777821023358,2026-05-03T15:10:31.136Z,17932470390071706,17860516188687548,1097828466747607_122109003644734652,"[""122109003284734652"",""122109003368734652"",""122109003428734652"",""122109003470734652"",""122109003524734652"",""122109003566734652"",""122109003614734652""]",2026-05-03T15:11:57.530Z,published,done,done,done,free,,1777821009262,2026-05-03T15:11:57.530Z,#amor #relaciones #tusa #colombia #frases #parati #real #toxico,,,,8,0,0,54,151,0.1481,0.1481,2026-05-22T05:06:11-05:00
26,Me robaron el encendedor porque la chispa no pueden.,Me robaron el encendedor porque la chispa no pueden.,car_6af39d02,Hay cosas que simplemente no se pueden robar.,single,4,"Uno vive haciendo bobadas…
pero al menos se goza la historia.",,#f6f1e8,me_robaron_el_encendedor_porque_la_chispa_no_pueden_retro3d_1777547053713.png,2026-04-30T11:04:17.067Z,https://res.cloudinary.com/dymjyoqac/image/upload/v1777547058/mono_generator/me_robaron_el_encendedor_porque_la_chispa_no_pueden_retro3d_1777547053713.png,mono_generator/me_robaron_el_encendedor_porque_la_chispa_no_pueden_retro3d_1777547053713,2026-04-30T11:04:18.796Z,18549474388070959,17859956625687548,1097828466747607_122108150828734652,122108150798734652,2026-04-30T11:19:48.941Z,published,done,done,done,free,1,1777547981176,2026-04-30T11:19:48.941Z,#actitud #humor #frases #colombia #parati #real #viral,,,,4,0,0,45,75,0.0889,0.0889,2026-05-22T05:06:11-05:00
27,Se vive más tranquilo de mozo que de novio.,Se vive más tranquilo de mozo que de novio.,,La tranquilidad también es una elección.,single,,,,#0d0f14,se_vive_mas_tranquilo_de_mozo_que_de_novio_retro3d_1778008196569.png,2026-05-05T19:10:00.648Z,https://res.cloudinary.com/dymjyoqac/image/upload/v1778008203/mono_generator/se_vive_mas_tranquilo_de_mozo_que_de_novio_retro3d_1778008196569.png,mono_generator/se_vive_mas_tranquilo_de_mozo_que_de_novio_retro3d_1778008196569,2026-05-05T19:10:04.344Z,18129174169575083,17860886622687548,1097828466747607_122109580412734652,122109580394734652,2026-05-05T19:10:23.951Z,published,done,done,done,free,,1778008191764,2026-05-05T19:10:23.951Z,#vida #frases #colombia #parati #real #paz,,,,1,0,0,25,55,0.04,0.04,2026-05-22T05:06:11-05:00
28,"Odio cuando me dicen ""con el tiempo lo vas a superar"", mira pedazo de Sócrates, yo quiero estar bien ahorita, no en 100 años","Odio cuando me dicen ""con el tiempo lo vas a superar"", mira pedazo de Sócrates, yo quiero estar bien ahorita, no en 100 años",car_3f92ab77,,carousel,1,"No es que uno sea grosero…
es que la paciencia se acabó hace rato.",,#0d0f14,odio_cuando_me_dicen_con_el_tiempo_lo_vas_a_superar_mira_ped_retro3d_1777734237602.png,2026-05-02T15:03:59.339Z,https://res.cloudinary.com/dymjyoqac/image/upload/v1777734250/mono_generator/odio_cuando_me_dicen_con_el_tiempo_lo_vas_a_superar_mira_ped_retro3d_1777734237602.png,mono_generator/odio_cuando_me_dicen_con_el_tiempo_lo_vas_a_superar_mira_ped_retro3d_1777734237602,2026-05-02T15:04:10.806Z,17994472250778473,17860343100687548,1097828466747607_122108745050734652,"[""122108744726734652"",""122108744768734652"",""122108744822734652"",""122108744924734652"",""122108744978734652"",""122108745020734652""]",2026-05-02T15:05:30.199Z,published,done,done,done,free,,1777734235146,2026-05-02T15:05:30.199Z,#humor #actitud #colombia #frases #parati #real #sarcasmo #viral,,,,2,0,0,28,93,0.0714,0.0714,2026-05-22T05:06:11-05:00
